61.21759217,-149.8935557,Starbucks - AK - Anchorage  00001
61.19533942,-149.9054948,Starbucks - AK - Anchorage  00002
61.2297,-149.7522,Starbucks - AK - Anchorage  00003
61.19525062,-149.8643361,Starbucks - AK - Anchorage  00004
61.13751355,-149.8379726,Starbucks - AK - Anchorage  00005
61.13994658,-149.9092788,Starbucks - AK - Anchorage  00006
61.19533265,-149.7364877,Starbucks - AK - Anchorage  00007
61.2156,-149.8211,Starbucks - AK - Anchorage  00008
61.13806145,-149.8445832,Starbucks - AK - Anchorage  00009
61.176693,-149.9728678,Starbucks - AK - Anchorage [A]  00010
61.14473454,-149.8638034,Starbucks - AK - Anchorage [D]  00011
61.18081843,-149.8359225,Starbucks - AK - Anchorage [D]  00012
61.180763,-149.88695,Starbucks - AK - Anchorage [D]  00013
61.345921,-149.552503,Starbucks - AK - Eagle River  00014
61.32360721,-149.5708432,Starbucks - AK - Eagle River  00015
61.3252,-149.571083,Starbucks - AK - Eagle River [D]  00016
64.8522227,-147.690082,Starbucks - AK - Fairbanks  00017
64.85064492,-147.7044254,Starbucks - AK - Fairbanks  00018
64.83696195,-147.8222994,Starbucks - AK - Fairbanks  00019
59.64204,-151.53123,Starbucks - AK - Homer  00020
58.3601,-134.5621,Starbucks - AK - Juneau  00021
55.35173351,-131.680747,Starbucks - AK - Ketchikan  00022
57.81208717,-152.3609342,Starbucks - AK - Kodiak  00023
61.60093654,-149.1183292,Starbucks - AK - Palmer  00024
60.12892832,-149.4331873,Starbucks - AK - Seward  00025
60.49443906,-151.0417651,Starbucks - AK - Soldotna  00026
60.489986,-151.051614,Starbucks - AK - Soldotna  00027
61.57691,-149.40958,Starbucks - AK - Wasilla  00028
33.2152,-86.827626,Starbucks - AL - Alabaster [WD]  00029
34.785059,-86.949656,Starbucks - AL - Athens [WD]  00030
33.50904809,-86.78842024,Starbucks - AL - Birmingham  00031
33.447522,-86.826127,Starbucks - AL - Birmingham  00032
33.42956176,-86.7102897,Starbucks - AL - Birmingham  00033
33.5062,-86.8018,Starbucks - AL - Birmingham  00034
33.37312732,-86.8113765,Starbucks - AL - Birmingham [WD]  00035
33.41838757,-86.66982766,Starbucks - AL - Birmingham [WD]  00036
33.5868,-86.7011,Starbucks - AL - Birmingham [WD]  00037
33.50263454,-86.75620223,Starbucks - AL - Birmingham [W]  00038
33.50040126,-86.79644474,Starbucks - AL - Birmingham [W]  00039
33.504689,-86.799091,Starbucks - AL - Birmingham [W]  00040
30.601019,-87.898099,Starbucks - AL - Daphne [WD]  00041
30.377666,-87.683099,Starbucks - AL - Foley [WD]  00042
30.304936,-87.682999,Starbucks - AL - Gulf Shores  00043
33.38072249,-86.80917035,Starbucks - AL - Hoover  00044
33.42254,-86.69949,Starbucks - AL - Hoover [WD]  00045
34.7407,-86.665699,Starbucks - AL - Huntsville  00046
34.74505961,-86.68134336,Starbucks - AL - Huntsville  00047
34.68203745,-86.55230743,Starbucks - AL - Huntsville  00048
34.769819,-86.58647,Starbucks - AL - Huntsville [WD]  00049
34.7266,-86.575905,Starbucks - AL - Huntsville [WD]  00050
34.69111819,-86.57429381,Starbucks - AL - Huntsville [W]  00051
34.72002697,-86.57919788,Starbucks - AL - Huntsville [W]  00052
30.68976,-88.04221,Starbucks - AL - Mobile  00053
30.697309,-88.143477,Starbucks - AL - Mobile  00054
30.673693,-88.12661,Starbucks - AL - Mobile  00055
30.67333454,-88.2255057,Starbucks - AL - Mobile  00056
30.681004,-88.196698,Starbucks - AL - Mobile [D]  00057
30.680498,-88.072584,Starbucks - AL - Mobile [D]  00058
30.67621703,-88.14309381,Starbucks - AL - Mobile [WD]  00059
30.687603,-88.130514,Starbucks - AL - Mobile [WD]  00060
30.69911,-88.22533,Starbucks - AL - Mobile [WD]  00061
30.6761,-88.122539,Starbucks - AL - Mobile [WD]  00062
30.661638,-88.190499,Starbucks - AL - Mobile [WD]  00063
32.338634,-86.181656,Starbucks - AL - Montgomery [D]  00064
32.3825,-86.183853,Starbucks - AL - Montgomery [WD]  00065
32.3399,-86.18089,Starbucks - AL - Montgomery [WD]  00066
32.35239312,-86.26356801,Starbucks - AL - Montgomery [WD]  00067
32.35217285,-86.21922302,Starbucks - AL - Montgomery [W]  00068
33.484513,-86.773962,Starbucks - AL - Mountain Brook [W]  00069
32.6280937,-85.40687104,Starbucks - AL - Opelika  00070
32.6548,-85.3928,Starbucks - AL - Opelika [WD]  00071
33.5927,-85.842,Starbucks - AL - Oxford  00072
33.60858102,-85.82810247,Starbucks - AL - Oxford [D]  00073
30.669385,-87.852027,Starbucks - AL - Spanish Fort [D]  00074
33.60234164,-86.63801947,Starbucks - AL - Trussville  00075
33.59541,-86.64673,Starbucks - AL - Trussville [WD]  00076
33.20120805,-87.51826693,Starbucks - AL - Tuscaloosa  00077
33.21231052,-87.54677614,Starbucks - AL - Tuscaloosa  00078
33.421892,-86.797593,Starbucks - AL - Vestavia Hills [WD]  00079
33.455541,-86.735925,Starbucks - AL - Vestavia Hills [WD]  00080
36.35696718,-94.21321152,Starbucks - AR - Bentonville  00081
34.60255,-92.53446,Starbucks - AR - Bryant  00082
35.0785,-92.3874,Starbucks - AR - Conway  00083
